sid,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,图片url
19513715,番子澳,0,0.0,,,118.116548744,24.4740265073,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19513374,Up-gameUp-game,0,0.0,,,118.126866869,24.4848973482,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19513154,程强开心游乐园,0,0.0,,,118.1296416941,24.5027589901,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19513029,变形金刚30周年展,0,0.0,,,118.0905882898,24.4606158509,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19512306,伴学童儿童淘气乐园,0,0.0,,,118.12822118,24.484836338,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19511187,奇幻_不思议3D奇幻艺术画展,0,0.0,,,118.0862267544,24.4614773126,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19508993,陈嘉庚纪念胜地景区,0,0.0,,,118.0680206783,24.5793998455,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19506397,丹心卓艺画苑,0,0.0,,,118.031465671,24.4922288287,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19506299,瀚画廊,0,0.0,,,118.0908488091,24.46668626,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19505967,涂途画苑,0,0.0,,,118.1465718049,24.5013095489,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19505878,染,0,0.0,,,118.1245878422,24.4826811668,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19505817,上上品家居艺术馆,0,0.0,,,118.1395778869,24.5044215632,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19505736,罗宾森3d画展,0,92.0,,,118.1190128142,24.4747712505,9,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19505696,弘慈书画苑,0,0.0,,,118.0944291243,24.4665160459,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19505281,四合书画苑,0,0.0,,,118.10984303,24.5321055273,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19504656,军事博物馆Junshi Museum,0,0.0,,,118.0800583828,24.448379887,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19502543,纯真博物馆Chunzhen Museum,0,0.0,,,118.0942804726,24.4656718663,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19501981,华美家具艺术馆,0,0.0,,,118.1377724452,24.4966568047,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19501836,波比足球俱乐部,0,0.0,,,118.127708004,24.4417301756,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19494371,蜂道文化馆,0,0.0,,,118.1453901896,24.7327917695,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19494176,上古博物馆Shanggu Museum,0,0.0,,,118.1361010003,24.4940592643,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19494081,蜂道文化馆,0,0.0,,,118.0825564275,24.4723935158,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19483769,sugar社交油画,0,0.0,,,118.113777501,24.473257406,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19483746,圣达辉画廊,0,0.0,,,118.2510012249,24.6063066094,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19482626,忆宝斋陈设艺术馆,0,0.0,,,118.1170953727,24.489029699,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19482622,天鹅湖文化艺术馆,0,0.0,,,118.1042264942,24.5776573251,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19482246,汇友户外·穿越万石植物园Huiyouhuwai·chuanyuewanshi Botanical Garden,0,96.0,,,118.1204814776,24.4776164228,11,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/3f1ac13c5aa1eccaaa88f41c32703a31.jpg_r_480x360x95_106191ee.jpg
19472836,立林画廊,0,0.0,,,118.0463642619,24.5628248941,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19472714,宝树轩书画院,0,0.0,,,118.1130150807,24.4731880341,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19472609,中沧艺博艺术馆,0,0.0,,,118.0310747985,24.4953747302,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19469931,大洋美术馆,0,0.0,,,118.1296592426,24.4835138546,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19469892,海沧油画城Haicang Oil Painting Town,0,0.0,,,118.0396703397,24.5031141696,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19469261,领军之韵红木艺术馆,0,0.0,,,118.0947031277,24.4603186474,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19469236,阿特斯文化艺术馆金尚馆,0,0.0,,,118.1499999944,24.4869494038,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19463219,厦港街道鸿山社区图书阅览室,0,0.0,,,118.089949888,24.4517952392,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19462766,沧海油画村Canghai Oil Painting Village,0,0.0,,,118.0293908378,24.4907618394,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19462533,闽台书画院,0,0.0,,,118.0944407155,24.4632826502,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19462525,台湾画院(厦门分院),0,0.0,,,118.1765737008,24.5414980946,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19462495,翔兴怡游乐,0,0.0,,,118.258620475,24.6708223898,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19461970,吾得馨画行,0,0.0,,,118.1460470784,24.7325551699,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19461867,厦门图书馆(同安工业集中区分馆)Xiamen Library Tong'an Industrial Concentration District Branch,0,0.0,,,118.1227232537,24.6936155801,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19461645,东孚城市规划展示馆Dongfu Urban Planning Exhibition Hall,0,90.0,,,117.9490224445,24.5696428195,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19461380,阳光乐园,0,0.0,,,118.166262976,24.4812569288,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19461318,笔架山Bijiashan Mountain,0,0.0,,,118.0719353556,24.4537920054,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19461285,两岸金融中心展馆Exhibition Hall of Cross-Strait Financial Center,0,0.0,,,118.2003381397,24.4988080908,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
19460857,艺峰书画院,0,0.0,,,118.0364178023,24.4915341733,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18718683,非物质文化遗产馆Intangible Cultural Heritage Museum,0,0.0,,,118.1283811324,24.4901991366,0,0.0,https://img1.qunarzz.com/travel/poi/1803/5a/2776083fccf42737.jpg_r_480x360x95_45a6c02b.jpg
18718649,少年先锋队队歌广场Shaonian Xianfengdui Dui Ge Square,0,0.0,,,118.2057183176,24.4962933644,0,0.0,https://img1.qunarzz.com/travel/poi/1803/76/6bc895baa2c7e437.jpg_r_480x360x95_58d2de72.jpg
18718429,水源宫Shuiyuan Temple,0,86.0,,,118.1659443345,24.5141194707,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18718428,凤山庵,0,0.0,,,118.09399104,24.5043862836,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18718427,福源宫Fuyuan Palace,0,0.0,,,118.107192301,24.5202643168,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18718426,仙岳山-土地公庙Xianyueshan Tudigong,0,92.0,,,118.117842,24.506557,9,0.0,https://img1.qunarzz.com/travel/poi/1803/71/7b1c4bd0c1ceb537.jpg_r_480x360x95_be29f14e.jpg
18718425,基督教寨上堂Christian Zhaishang Church,0,100.0,,,118.109738,24.530127,4,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18718423,高林公园Gaolin Park,0,88.0,,,118.1960469808,24.5123930463,5,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18718419,凤凰园International Trade Phoenix Park,0,90.0,,,118.1007080463,24.4635881372,3,0.0,https://img1.qunarzz.com/travel/poi/1803/ca/0f8ecf3f5a1bee37.jpg_r_480x360x95_fd90b244.jpg
18718418,五一文化广场Wuyi Culture Square,0,92.0,,,118.1177650454,24.4967107392,15,0.0,https://img1.qunarzz.com/travel/poi/1803/10/a421c61aa77b737.jpg_r_480x360x95_bfb0eaf8.jpg
18718417,女神广场Great Goddess Square,0,94.0,,,118.100341,24.479677,25,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/97fd46f3-bf5e-4051-ae0c-93ceaceb0b30.jpg_480x360_0ae4fa2a.jpg_480x360_01dbd21b.jpg
18718416,馨园,0,86.0,,,118.1337341259,24.5050861825,3,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18718415,演武池遗址Yanwuchi Relic Site,0,88.0,,,118.098886,24.443943,5,0.0,https://img1.qunarzz.com/travel/poi/1803/a0/9cc6eaafe7ee3637.jpg_r_480x360x95_bf80c606.jpg
18718414,鹭岛名山Ludaoming Mountain,0,90.0,,,118.101743,24.446503,0,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/040719a4-b7b7-4e1d-b90b-a2553c1efded.jpg_480x360_ef7e683d.jpg_480x360_4e002cdf.jpg
18718413,演武公园Yanwu Park,0,94.0,,,118.099302,24.443681,19,0.0,https://img1.qunarzz.com/travel/poi/1803/f1/d2fd5e039db13a37.jpg_r_480x360x95_206bd3ae.jpg
18718412,帆礁宫Fanjiaogong,0,0.0,,,118.0751207359,24.4718692421,0,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/06a82ff1-113c-4cc5-b942-2e58256afbb2.jpg_480x360_56cb59a0.jpg_480x360_3d5cf4cf.jpg
18718411,鹭江社区公园Lujiang Community Park,0,94.0,,,118.08435688,24.4709272512,16,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/740894465235980bdad097f9eeec0cbf.jpg_r_480x360x95_673885dd.jpg
18718410,陈化成墓Chenhuacheng Tomb,0,80.0,,,118.1173731536,24.4719506151,3,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/320cca0c-db18-4a36-b4ad-3466746c3e1c.jpg_480x360_7f271a5f.jpg_480x360_ece1b45c.jpg
18718409,庆福寺Qingfusi,0,90.0,,,118.093962,24.450436,4,0.0,https://img1.qunarzz.com/travel/poi/1803/c4/3d9f93e3910af37.jpg_r_480x360x95_55966cc8.jpg
18718408,嘉禾园Jiahe Garden,0,88.0,,,118.10577,24.478402,26,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/a90a67ad-4996-4b69-b9c3-5117fc57c426.jpg_480x360_6550fc0a.jpg_480x360_4bdf9ea1.jpg
18718407,清真寺Mosque,0,80.0,,,118.093895,24.462834,2,0.0,https://img1.qunarzz.com/travel/poi/1803/62/6287579e457b0637.jpg_r_480x360x95_12416349.jpg
18718406,朝天宫Chaotian Palace,0,100.0,,,118.090931,24.465361,1,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/1dbf6547-97df-490e-abe4-bf968d275281.jpg_480x360_483196c9.jpg_480x360_e227eed7.jpg
18718405,厦门雪峰寺Xiamen Xuefeng Temple,0,86.0,,,118.115052,24.499772,3,0.0,https://img1.qunarzz.com/travel/poi/1803/38/9f1f88794cd44237.jpg_r_480x360x95_068fef1d.jpg
18718404,顺济宫Shunji Palace,0,0.0,,,118.2036176041,24.4872507604,0,0.0,https://img1.qunarzz.com/travel/poi/1803/48/009d9c2a3fc0337.jpg_r_480x360x95_0a22cf8c.jpg
18718402,鸽子广场Gezi Square,0,94.0,,,118.1008610019,24.4808368634,17,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/7c19f2c6bd1a98e3cc3b1942965b5bf8.jpg_r_480x360x95_3da9af66.jpg
18718216,劳动公园Laodong Park,0,86.0,,,118.252813,24.625274,9,0.0,https://img1.qunarzz.com/travel/poi/1803/d1/987ae70367582c37.jpg_r_480x360x95_6c55d235.jpg
18718215,城隍庙Town God's Temple,0,96.0,,,118.254192,24.673012,8,0.0,https://img1.qunarzz.com/travel/poi/1803/32/1ae9e34cdb9d1a37.jpg_r_480x360x95_db1bec16.jpg
18718214,慈济圣宫Ciji Shenggong （South Gate）,0,0.0,,,118.3438552208,24.5481749946,0,0.0,https://img1.qunarzz.com/travel/poi/1803/11/2ecded02b9b4b137.jpg_r_480x360x95_8b1c26d7.jpg
18718213,池王宫Chiwanggong,0,98.0,,,118.257386,24.667435,8,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18718212,拱莲古寺Gonglian Naos （South Gate）,0,0.0,,,118.186344,24.723763,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18718211,芦山堂,0,96.0,,,118.156735,24.739002,5,0.0,https://img1.qunarzz.com/travel/poi/1803/9f/ad2b761b0bf1e037.jpg_r_480x360x95_7b66c348.jpg
18718210,东山古庙Dongshan Ancient Temple,0,100.0,,,118.1583963032,24.7493941834,5,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18718209,同安古城墙Tong'an Ancient City Wall,0,94.0,,,118.164598,24.737923,4,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/d62a13a9d8bb57d6cc2465fb63c24c10.jpg_r_480x360x95_b2bc8c04.jpg
18718208,葫芦山烈士陵园Hulushan Martyrs’ Cemetery,0,76.0,,,118.157425,24.741376,2,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/bab42166-938e-4ce9-8688-fcb8431c0f2c.jpg_480x360_1f176a22.jpg_480x360_14fdf931.jpg
18718207,西山岩寺Xishanyan Temple,0,0.0,,,118.101787,24.717386,0,0.0,https://img1.qunarzz.com/travel/poi/1803/49/cd964a2124238d37.jpg_r_480x360x95_5ecfbddd.jpg
18718206,东岳行宫Dongyue Palace,0,96.0,,,118.172738,24.730403,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18718205,宅内古榕公园Zhainei Ancient Banian Park,0,86.0,,,118.09631872,24.6066923542,3,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/4266f576ba2eea98a2f89f5a7df56f9d.jpg_r_480x360x95_ef754a51.jpg
18718204,月美池公园Yuemeichi Park,0,84.0,,,118.056215,24.560222,5,0.0,https://img1.qunarzz.com/travel/poi/1803/1f/9b92a4732698bb37.jpg_r_480x360x95_f5cde942.jpg
18718202,大明寺Daming Temple （East Gate）,0,80.0,,,118.0270640996,24.5664773336,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/781e36c42ee92294714195f65dcd7c04.jpg_r_480x360x95_37025104.jpg
18718201,城隍庙Town God's Temple,0,0.0,,,118.0503967072,24.6356642626,0,0.0,https://img1.qunarzz.com/travel/poi/1803/b5/c364bde853e0f437.jpg_r_480x360x95_72dd9403.jpg
18718200,铁炉宫Tielugong,0,100.0,,,118.0321975329,24.6411010002,1,0.0,https://img1.qunarzz.com/travel/poi/1803/e2/894fc4088e94b637.jpg_r_480x360x95_7ce02e16.jpg
18718198,复兴宫,0,0.0,,,118.0498257971,24.6092329606,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18718087,古榕公园Gurong Park,0,92.0,,,118.115479,24.610165,5,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/85a5c707-c23a-405c-9ead-1cc932a7f263.jpg_480x360_df25788e.jpg_480x360_d6919e67.jpg
18718073,金嶝回归寺Jindenghuigui Temple,0,80.0,,,118.3502498524,24.5624057828,1,0.0,https://img1.qunarzz.com/travel/poi/1803/91/c28e25a5527f9937.jpg_r_480x360x95_52bd4d49.jpg
18718070,"仙岳山福德正神庙Earth God Temple, Xianyue Mountain",0,100.0,,,118.1079232312,24.5022922781,13,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/c49751be-75cc-448a-a21a-1870c9a86ee4.jpg_480x360_3449a925.jpg_480x360_b5a1e34b.jpg
18718015,崇仙宫Chongxian Palace,0,96.0,,,118.1387774866,24.4927231927,2,0.0,https://img1.qunarzz.com/travel/poi/1803/82/aacfc433d788a37.jpg_r_480x360x95_d93f3492.jpg
18717952,宝海堂Baohai Hall,0,0.0,,,118.1487076013,24.4339201023,0,0.0,https://img1.qunarzz.com/travel/poi/1803/f4/d2da585761a11d37.jpg_r_480x360x95_635f06c0.jpg
18717873,第一码头Xiamen First Pier,0,90.0,,,118.077979,24.466364,39,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/47763bd8-90f8-4139-a6ab-da2a87c25800.jpg_480x360_812dd3a1.jpg_480x360_0012ecd5.jpg
18717826,擁湖宫Yonghu Palace,0,94.0,,,118.131943,24.431215,11,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/4f11cb47-55a8-48c9-afa5-cf5d8b24f1c7.jpg_480x360_c6085e29.jpg_480x360_586a7328.jpg
18717825,福海宫Fuhaigong,0,96.0,,,118.130712,24.431486,26,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/09b777a3-763d-42e8-ad0e-69bc1516ea7f.jpg_480x360_64eaab3c.jpg_480x360_ec204658.jpg
18717786,蔡复一故居Caifuyi Former Residence,0,86.0,,,118.1630329214,24.7401624475,2,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18717785,天竺岩寺Tianzhuyan Temple,0,96.0,,,118.116283,24.505333,4,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/31596fe8-3cde-4ad3-b197-7f40834c6375.jpg_480x360_6b4c2b3c.jpg_480x360_7bba19a2.jpg
18717784,双溪公园Shuangxi Park,0,98.0,,,118.1594334819,24.7332445705,9,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/d7c73986-8693-44db-8bfe-ad6fa15aa9b0.jpg_480x360_e7210c98.jpg_480x360_7ef3706f.jpg
18717783,牛头山Niutou Mountain,0,96.0,,,118.088546,24.499002,8,0.0,https://img1.qunarzz.com/travel/poi/1803/9d/8642278060595137.jpg_r_480x360x95_03767995.jpg
18717781,芸溪居住公园Yunxijuzhu Park,0,100.0,,,118.1412102391,24.7347473899,2,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18717496,同安蝴蝶谷Butterfly Valley,0,0.0,,,118.082631,24.843412,0,0.0,https://img1.qunarzz.com/travel/poi/1803/2c/0dcdf4ff6cd42937.jpg_r_480x360x95_d754fc47.jpg
18717436,筼筜内湖YundangLake,0,90.0,,,118.107376,24.486211,27,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/995e17da-f6e5-41dd-99ac-1584ff7bb35d.jpg_480x360_936ab66c.jpg_480x360_f9de4792.jpg
18717435,薛岭山公园Xueling Mountain,0,94.0,,,118.1524394585,24.5112616217,18,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/9121522de607bdd839b4688082aab9fb.jpg_r_480x360x95_e01f1595.jpg
18717432,仙洞山Xiandong Mountain,0,94.0,,,118.121576,24.506581,5,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18717431,乌营寨山Wuyingzhai Mountain,0,0.0,,,118.3195833122,24.7021618013,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18717430,太清宫Taiqing Palace,0,98.0,,,118.138694,24.430827,13,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/af307cab-b0e1-4989-a190-d2f808fef6c8.jpg_480x360_4096311e.jpg_480x360_e92f44f0.jpg
18717429,松柏山Songbai Mountain,0,98.0,,,118.1269965541,24.5089856018,5,0.0,https://img1.qunarzz.com/travel/poi/1803/6d/845c33c1a9216d37.jpg_r_480x360x95_5a8e52fc.jpg
18717428,上李山Shangli Mountain,0,94.0,,,118.136274,24.444628,1,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/61f0b3b0-c126-4628-b21c-52c1b7ed72a4.jpg_480x360_0e1ebdae.jpg_480x360_d44fd88c.jpg
18717427,三秀山Sanxiu Mountain,0,0.0,,,118.1965458098,24.8147351684,0,0.0,https://img1.qunarzz.com/travel/poi/1803/d5/e174ef3c4d92a037.jpg_r_480x360x95_96a82db3.jpg
18717426,芹山Qin Mountain,0,0.0,,,118.2097697439,24.8876276653,0,0.0,https://img1.qunarzz.com/travel/poi/1803/19/d023aa39dac93937.jpg_r_480x360x95_fb5b370e.jpg
18717425,南堤公园Nandi Park,0,94.0,,,118.1045463002,24.569556638,7,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/7aa3fc9f-4f36-4890-a605-bac9164081a7.jpg_480x360_a29cb668.jpg_480x360_06b12b48.jpg
18717424,磨心山Moxin Mountain,0,88.0,,,118.168457,24.473253,9,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/c3ecfd8c4b7e95d2e51955f6416380d5.jpg_r_480x360x95_6fb8374b.jpg
18717423,妙清寺Miaoqing Temple,0,100.0,,,118.0902873121,24.4630539824,2,0.0,https://flight-feed.qunarzz.com/as3/288/image/poi_vishnu/949cf134-97b9-40ac-9e8f-88b7359b3579.jpg_480x360_243e7e7c.jpg_480x360_eaa9efe0.jpg
18717422,基督教Xiamen New District Gospel Church,0,94.0,,,118.1523416742,24.5174663268,6,0.0,https://img1.qunarzz.com/travel/poi/1803/59/b89af1d269d9fe37.jpg_r_480x360x95_4744643e.jpg
18717421,后厝山Houcuo Mountain,0,98.0,,,118.104231975,24.4449629872,14,0.0,https://flight-feed.qunarzz.com/as3/203/image/poi_vishnu/41acaf3a-7b8f-4072-89eb-a9e86286e01c.jpg_480x360_690a7f3b.jpg_480x360_7ed5d9fd.jpg
18717420,鬼仔坑水库Guizikeng Reservoir,0,0.0,,,118.151988649,24.4499979535,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
18717419,归来园Homecoming Garden,0,96.0,,,118.108511,24.572064,11,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/f38e9bfa-52ff-4923-9324-70bf846e7d8c.jpg_480x360_d65c04f0.jpg_480x360_5f0f0882.jpg
18717418,厦门东坪山旅游度假区Xiamendongping Mountain,0,86.0,,,118.143787,24.45172,4,0.0,https://flight-feed.qunarzz.com/as3/379/image/poi_vishnu/b5f9e8d9-7666-4045-a363-1fe684cc2acb.jpg_480x360_2d30e0a0.jpg_480x360_aa5f8d28.jpg
18717417,东芳山Dongfang Mountain,0,96.0,,,118.155784921,24.486535231,13,0.0,https://img1.qunarzz.com/travel/poi/1803/e9/490de9b6df203637.jpg_r_480x360x95_cb2ff37e.jpg
18717416,大溪山Daxi Mountain,0,0.0,,,118.019064265,24.7051522174,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
